Service Prefix,Action,Combined
ec2,DeleteLocalGatewayRouteTableVpcAssociation,ec2:DeleteLocalGatewayRouteTableVpcAssociation
ec2,DeleteManagedPrefixList,ec2:DeleteManagedPrefixList
ec2,DeleteNatGateway,ec2:DeleteNatGateway
ec2,DeleteNetworkAcl,ec2:DeleteNetworkAcl
ec2,DeleteNetworkAclEntry,ec2:DeleteNetworkAclEntry
ec2,DeleteNetworkInsightsAccessScope,ec2:DeleteNetworkInsightsAccessScope
ec2,DeleteNetworkInsightsAccessScopeAnalysis,ec2:DeleteNetworkInsightsAccessScopeAnalysis
ec2,DeleteNetworkInsightsAnalysis,ec2:DeleteNetworkInsightsAnalysis
ec2,DeleteNetworkInsightsPath,ec2:DeleteNetworkInsightsPath
ec2,DeleteNetworkInterface,ec2:DeleteNetworkInterface
ec2,DeleteNetworkInterfacePermission,ec2:DeleteNetworkInterfacePermission
ec2,DeletePlacementGroup,ec2:DeletePlacementGroup
ec2,DeletePublicIpv4Pool,ec2:DeletePublicIpv4Pool
ec2,DeleteQueuedReservedInstances,ec2:DeleteQueuedReservedInstances
ec2,DeleteResourcePolicy,ec2:DeleteResourcePolicy
ec2,DeleteRoute,ec2:DeleteRoute
ec2,DeleteRouteTable,ec2:DeleteRouteTable
ec2,DeleteSecurityGroup,ec2:DeleteSecurityGroup
ec2,DeleteSnapshot,ec2:DeleteSnapshot
ec2,DeleteSpotDatafeedSubscription,ec2:DeleteSpotDatafeedSubscription
ec2,DeleteSubnet,ec2:DeleteSubnet
ec2,DeleteSubnetCidrReservation,ec2:DeleteSubnetCidrReservation
ec2,DeleteTags,ec2:DeleteTags
ec2,DeleteTrafficMirrorFilter,ec2:DeleteTrafficMirrorFilter
ec2,DeleteTrafficMirrorFilterRule,ec2:DeleteTrafficMirrorFilterRule
ec2,DeleteTrafficMirrorSession,ec2:DeleteTrafficMirrorSession
ec2,DeleteTrafficMirrorTarget,ec2:DeleteTrafficMirrorTarget
ec2,DeleteTransitGateway,ec2:DeleteTransitGateway
ec2,DeleteTransitGatewayConnect,ec2:DeleteTransitGatewayConnect
ec2,DeleteTransitGatewayConnectPeer,ec2:DeleteTransitGatewayConnectPeer
ec2,DeleteTransitGatewayMulticastDomain,ec2:DeleteTransitGatewayMulticastDomain
ec2,DeleteTransitGatewayPeeringAttachment,ec2:DeleteTransitGatewayPeeringAttachment
ec2,DeleteTransitGatewayPolicyTable,ec2:DeleteTransitGatewayPolicyTable
ec2,DeleteTransitGatewayPrefixListReference,ec2:DeleteTransitGatewayPrefixListReference
ec2,DeleteTransitGatewayRoute,ec2:DeleteTransitGatewayRoute
ec2,DeleteTransitGatewayRouteTable,ec2:DeleteTransitGatewayRouteTable
ec2,DeleteTransitGatewayRouteTableAnnouncement,ec2:DeleteTransitGatewayRouteTableAnnouncement
ec2,DeleteTransitGatewayVpcAttachment,ec2:DeleteTransitGatewayVpcAttachment
ec2,DeleteVerifiedAccessEndpoint,ec2:DeleteVerifiedAccessEndpoint
ec2,DeleteVerifiedAccessGroup,ec2:DeleteVerifiedAccessGroup
ec2,DeleteVerifiedAccessInstance,ec2:DeleteVerifiedAccessInstance
ec2,DeleteVerifiedAccessTrustProvider,ec2:DeleteVerifiedAccessTrustProvider
ec2,DeleteVolume,ec2:DeleteVolume
ec2,DeleteVpc,ec2:DeleteVpc
ec2,DeleteVpcEndpointConnectionNotifications,ec2:DeleteVpcEndpointConnectionNotifications
ec2,DeleteVpcEndpointServiceConfigurations,ec2:DeleteVpcEndpointServiceConfigurations
ec2,DeleteVpcEndpoints,ec2:DeleteVpcEndpoints
ec2,DeleteVpcPeeringConnection,ec2:DeleteVpcPeeringConnection
ec2,DeleteVpnConnection,ec2:DeleteVpnConnection
ec2,DeleteVpnConnectionRoute,ec2:DeleteVpnConnectionRoute
ec2,DeleteVpnGateway,ec2:DeleteVpnGateway
ec2,DeprovisionByoipCidr,ec2:DeprovisionByoipCidr
ec2,DeprovisionIpamPoolCidr,ec2:DeprovisionIpamPoolCidr
ec2,DeprovisionPublicIpv4PoolCidr,ec2:DeprovisionPublicIpv4PoolCidr
ec2,DeregisterImage,ec2:DeregisterImage
ec2,DeregisterInstanceEventNotificationAttributes,ec2:DeregisterInstanceEventNotificationAttributes
ec2,DeregisterTransitGatewayMulticastGroupMembers,ec2:DeregisterTransitGatewayMulticastGroupMembers
ec2,DeregisterTransitGatewayMulticastGroupSources,ec2:DeregisterTransitGatewayMulticastGroupSources
ec2,DescribeAccountAttributes,ec2:DescribeAccountAttributes
ec2,DescribeAddressTransfers,ec2:DescribeAddressTransfers
ec2,DescribeAddresses,ec2:DescribeAddresses
ec2,DescribeAddressesAttribute,ec2:DescribeAddressesAttribute
ec2,DescribeAggregateIdFormat,ec2:DescribeAggregateIdFormat
ec2,DescribeAvailabilityZones,ec2:DescribeAvailabilityZones
ec2,DescribeAwsNetworkPerformanceMetricSubscriptions,ec2:DescribeAwsNetworkPerformanceMetricSubscriptions
ec2,DescribeBundleTasks,ec2:DescribeBundleTasks
ec2,DescribeByoipCidrs,ec2:DescribeByoipCidrs
ec2,DescribeCapacityReservationFleets,ec2:DescribeCapacityReservationFleets
ec2,DescribeCapacityReservations,ec2:DescribeCapacityReservations
ec2,DescribeCarrierGateways,ec2:DescribeCarrierGateways
ec2,DescribeClassicLinkInstances,ec2:DescribeClassicLinkInstances
ec2,DescribeClientVpnAuthorizationRules,ec2:DescribeClientVpnAuthorizationRules
ec2,DescribeClientVpnConnections,ec2:DescribeClientVpnConnections
ec2,DescribeClientVpnEndpoints,ec2:DescribeClientVpnEndpoints
ec2,DescribeClientVpnRoutes,ec2:DescribeClientVpnRoutes
ec2,DescribeClientVpnTargetNetworks,ec2:DescribeClientVpnTargetNetworks
ec2,DescribeCoipPools,ec2:DescribeCoipPools
ec2,DescribeConversionTasks,ec2:DescribeConversionTasks
ec2,DescribeCustomerGateways,ec2:DescribeCustomerGateways
ec2,DescribeDhcpOptions,ec2:DescribeDhcpOptions
ec2,DescribeEgressOnlyInternetGateways,ec2:DescribeEgressOnlyInternetGateways
ec2,DescribeElasticGpus,ec2:DescribeElasticGpus
ec2,DescribeExportImageTasks,ec2:DescribeExportImageTasks
ec2,DescribeExportTasks,ec2:DescribeExportTasks
ec2,DescribeFastLaunchImages,ec2:DescribeFastLaunchImages
ec2,DescribeFastSnapshotRestores,ec2:DescribeFastSnapshotRestores
ec2,DescribeFleetHistory,ec2:DescribeFleetHistory
ec2,DescribeFleetInstances,ec2:DescribeFleetInstances
ec2,DescribeFleets,ec2:DescribeFleets
ec2,DescribeFlowLogs,ec2:DescribeFlowLogs
ec2,DescribeFpgaImageAttribute,ec2:DescribeFpgaImageAttribute
ec2,DescribeFpgaImages,ec2:DescribeFpgaImages
ec2,DescribeHostReservationOfferings,ec2:DescribeHostReservationOfferings
ec2,DescribeHostReservations,ec2:DescribeHostReservations
ec2,DescribeHosts,ec2:DescribeHosts
ec2,DescribeIamInstanceProfileAssociations,ec2:DescribeIamInstanceProfileAssociations
ec2,DescribeIdFormat,ec2:DescribeIdFormat
ec2,DescribeIdentityIdFormat,ec2:DescribeIdentityIdFormat
ec2,DescribeImageAttribute,ec2:DescribeImageAttribute
ec2,DescribeImages,ec2:DescribeImages
ec2,DescribeImportImageTasks,ec2:DescribeImportImageTasks
ec2,DescribeImportSnapshotTasks,ec2:DescribeImportSnapshotTasks
ec2,DescribeInstanceAttribute,ec2:DescribeInstanceAttribute
ec2,DescribeInstanceCreditSpecifications,ec2:DescribeInstanceCreditSpecifications
ec2,DescribeInstanceEventNotificationAttributes,ec2:DescribeInstanceEventNotificationAttributes
ec2,DescribeInstanceEventWindows,ec2:DescribeInstanceEventWindows
ec2,DescribeInstanceStatus,ec2:DescribeInstanceStatus
ec2,DescribeInstanceTypeOfferings,ec2:DescribeInstanceTypeOfferings
ec2,DescribeInstanceTypes,ec2:DescribeInstanceTypes
ec2,DescribeInstances,ec2:DescribeInstances
ec2,DescribeInternetGateways,ec2:DescribeInternetGateways
ec2,DescribeIpamPools,ec2:DescribeIpamPools
ec2,DescribeIpamResourceDiscoveries,ec2:DescribeIpamResourceDiscoveries
ec2,DescribeIpamResourceDiscoveryAssociations,ec2:DescribeIpamResourceDiscoveryAssociations
ec2,DescribeIpamScopes,ec2:DescribeIpamScopes
ec2,DescribeIpams,ec2:DescribeIpams
ec2,DescribeIpv6Pools,ec2:DescribeIpv6Pools
ec2,DescribeKeyPairs,ec2:DescribeKeyPairs
ec2,DescribeLaunchTemplateVersions,ec2:DescribeLaunchTemplateVersions
ec2,DescribeLaunchTemplates,ec2:DescribeLaunchTemplates
ec2,DescribeLocalGatewayRouteTablePermissions,ec2:DescribeLocalGatewayRouteTablePermissions
ec2,DescribeLocalGatewayRouteTableVirtualInterfaceGroupAssociations,ec2:DescribeLocalGatewayRouteTableVirtualInterfaceGroupAssociations
ec2,DescribeLocalGatewayRouteTableVpcAssociations,ec2:DescribeLocalGatewayRouteTableVpcAssociations
ec2,DescribeLocalGatewayRouteTables,ec2:DescribeLocalGatewayRouteTables
ec2,DescribeLocalGatewayVirtualInterfaceGroups,ec2:DescribeLocalGatewayVirtualInterfaceGroups
ec2,DescribeLocalGatewayVirtualInterfaces,ec2:DescribeLocalGatewayVirtualInterfaces
ec2,DescribeLocalGateways,ec2:DescribeLocalGateways
ec2,DescribeManagedPrefixLists,ec2:DescribeManagedPrefixLists
ec2,DescribeMovingAddresses,ec2:DescribeMovingAddresses
ec2,DescribeNatGateways,ec2:DescribeNatGateways
ec2,DescribeNetworkAcls,ec2:DescribeNetworkAcls
ec2,DescribeNetworkInsightsAccessScopeAnalyses,ec2:DescribeNetworkInsightsAccessScopeAnalyses
ec2,DescribeNetworkInsightsAccessScopes,ec2:DescribeNetworkInsightsAccessScopes
ec2,DescribeNetworkInsightsAnalyses,ec2:DescribeNetworkInsightsAnalyses
ec2,DescribeNetworkInsightsPaths,ec2:DescribeNetworkInsightsPaths
ec2,DescribeNetworkInterfaceAttribute,ec2:DescribeNetworkInterfaceAttribute
ec2,DescribeNetworkInterfacePermissions,ec2:DescribeNetworkInterfacePermissions
ec2,DescribeNetworkInterfaces,ec2:DescribeNetworkInterfaces
ec2,DescribePlacementGroups,ec2:DescribePlacementGroups
ec2,DescribePrefixLists,ec2:DescribePrefixLists
ec2,DescribePrincipalIdFormat,ec2:DescribePrincipalIdFormat
ec2,DescribePublicIpv4Pools,ec2:DescribePublicIpv4Pools
ec2,DescribeRegions,ec2:DescribeRegions
ec2,DescribeReplaceRootVolumeTasks,ec2:DescribeReplaceRootVolumeTasks
ec2,DescribeReservedInstances,ec2:DescribeReservedInstances
ec2,DescribeReservedInstancesListings,ec2:DescribeReservedInstancesListings
ec2,DescribeReservedInstancesModifications,ec2:DescribeReservedInstancesModifications
ec2,DescribeReservedInstancesOfferings,ec2:DescribeReservedInstancesOfferings
ec2,DescribeRouteTables,ec2:DescribeRouteTables
ec2,DescribeScheduledInstanceAvailability,ec2:DescribeScheduledInstanceAvailability
ec2,DescribeScheduledInstances,ec2:DescribeScheduledInstances
ec2,DescribeSecurityGroupReferences,ec2:DescribeSecurityGroupReferences
ec2,DescribeSecurityGroupRules,ec2:DescribeSecurityGroupRules
ec2,DescribeSecurityGroups,ec2:DescribeSecurityGroups
ec2,DescribeSnapshotAttribute,ec2:DescribeSnapshotAttribute
ec2,DescribeSnapshotTierStatus,ec2:DescribeSnapshotTierStatus
ec2,DescribeSnapshots,ec2:DescribeSnapshots
ec2,DescribeSpotDatafeedSubscription,ec2:DescribeSpotDatafeedSubscription
ec2,DescribeSpotFleetInstances,ec2:DescribeSpotFleetInstances
ec2,DescribeSpotFleetRequestHistory,ec2:DescribeSpotFleetRequestHistory
ec2,DescribeSpotFleetRequests,ec2:DescribeSpotFleetRequests
ec2,DescribeSpotInstanceRequests,ec2:DescribeSpotInstanceRequests
ec2,DescribeSpotPriceHistory,ec2:DescribeSpotPriceHistory
ec2,DescribeStaleSecurityGroups,ec2:DescribeStaleSecurityGroups
ec2,DescribeStoreImageTasks,ec2:DescribeStoreImageTasks
ec2,DescribeSubnets,ec2:DescribeSubnets
ec2,DescribeTags,ec2:DescribeTags
ec2,DescribeTrafficMirrorFilters,ec2:DescribeTrafficMirrorFilters
ec2,DescribeTrafficMirrorSessions,ec2:DescribeTrafficMirrorSessions
ec2,DescribeTrafficMirrorTargets,ec2:DescribeTrafficMirrorTargets
ec2,DescribeTransitGatewayAttachments,ec2:DescribeTransitGatewayAttachments
ec2,DescribeTransitGatewayConnectPeers,ec2:DescribeTransitGatewayConnectPeers
ec2,DescribeTransitGatewayConnects,ec2:DescribeTransitGatewayConnects
ec2,DescribeTransitGatewayMulticastDomains,ec2:DescribeTransitGatewayMulticastDomains
ec2,DescribeTransitGatewayPeeringAttachments,ec2:DescribeTransitGatewayPeeringAttachments
ec2,DescribeTransitGatewayPolicyTables,ec2:DescribeTransitGatewayPolicyTables
ec2,DescribeTransitGatewayRouteTableAnnouncements,ec2:DescribeTransitGatewayRouteTableAnnouncements
ec2,DescribeTransitGatewayRouteTables,ec2:DescribeTransitGatewayRouteTables
ec2,DescribeTransitGatewayVpcAttachments,ec2:DescribeTransitGatewayVpcAttachments
ec2,DescribeTransitGateways,ec2:DescribeTransitGateways
ec2,DescribeTrunkInterfaceAssociations,ec2:DescribeTrunkInterfaceAssociations
ec2,DescribeVerifiedAccessEndpoints,ec2:DescribeVerifiedAccessEndpoints
ec2,DescribeVerifiedAccessGroups,ec2:DescribeVerifiedAccessGroups
ec2,DescribeVerifiedAccessInstanceLoggingConfigurations,ec2:DescribeVerifiedAccessInstanceLoggingConfigurations
ec2,DescribeVerifiedAccessInstances,ec2:DescribeVerifiedAccessInstances
ec2,DescribeVerifiedAccessTrustProviders,ec2:DescribeVerifiedAccessTrustProviders
ec2,DescribeVolumeAttribute,ec2:DescribeVolumeAttribute
ec2,DescribeVolumeStatus,ec2:DescribeVolumeStatus
ec2,DescribeVolumes,ec2:DescribeVolumes
ec2,DescribeVolumesModifications,ec2:DescribeVolumesModifications
ec2,DescribeVpcAttribute,ec2:DescribeVpcAttribute
ec2,DescribeVpcClassicLink,ec2:DescribeVpcClassicLink
ec2,DescribeVpcClassicLinkDnsSupport,ec2:DescribeVpcClassicLinkDnsSupport
ec2,DescribeVpcEndpointConnectionNotifications,ec2:DescribeVpcEndpointConnectionNotifications
ec2,DescribeVpcEndpointConnections,ec2:DescribeVpcEndpointConnections
ec2,DescribeVpcEndpointServiceConfigurations,ec2:DescribeVpcEndpointServiceConfigurations
ec2,DescribeVpcEndpointServicePermissions,ec2:DescribeVpcEndpointServicePermissions
ec2,DescribeVpcEndpointServices,ec2:DescribeVpcEndpointServices
ec2,DescribeVpcEndpoints,ec2:DescribeVpcEndpoints
ec2,DescribeVpcPeeringConnections,ec2:DescribeVpcPeeringConnections
ec2,DescribeVpcs,ec2:DescribeVpcs
ec2,DescribeVpnConnections,ec2:DescribeVpnConnections
ec2,DescribeVpnGateways,ec2:DescribeVpnGateways
ec2,DetachClassicLinkVpc,ec2:DetachClassicLinkVpc
ec2,DetachInternetGateway,ec2:DetachInternetGateway
ec2,DetachNetworkInterface,ec2:DetachNetworkInterface
ec2,DetachVerifiedAccessTrustProvider,ec2:DetachVerifiedAccessTrustProvider
ec2,DetachVolume,ec2:DetachVolume
ec2,DetachVpnGateway,ec2:DetachVpnGateway
ec2,DisableAddressTransfer,ec2:DisableAddressTransfer
ec2,DisableAwsNetworkPerformanceMetricSubscription,ec2:DisableAwsNetworkPerformanceMetricSubscription
ec2,DisableEbsEncryptionByDefault,ec2:DisableEbsEncryptionByDefault
ec2,DisableFastLaunch,ec2:DisableFastLaunch
ec2,DisableFastSnapshotRestores,ec2:DisableFastSnapshotRestores
ec2,DisableImageDeprecation,ec2:DisableImageDeprecation
ec2,DisableIpamOrganizationAdminAccount,ec2:DisableIpamOrganizationAdminAccount
ec2,DisableSerialConsoleAccess,ec2:DisableSerialConsoleAccess
ec2,DisableTransitGatewayRouteTablePropagation,ec2:DisableTransitGatewayRouteTablePropagation
ec2,DisableVgwRoutePropagation,ec2:DisableVgwRoutePropagation
ec2,DisableVpcClassicLink,ec2:DisableVpcClassicLink
ec2,DisableVpcClassicLinkDnsSupport,ec2:DisableVpcClassicLinkDnsSupport
ec2,DisassociateAddress,ec2:DisassociateAddress
ec2,DisassociateClientVpnTargetNetwork,ec2:DisassociateClientVpnTargetNetwork
ec2,DisassociateEnclaveCertificateIamRole,ec2:DisassociateEnclaveCertificateIamRole
ec2,DisassociateIamInstanceProfile,ec2:DisassociateIamInstanceProfile
ec2,DisassociateInstanceEventWindow,ec2:DisassociateInstanceEventWindow
ec2,DisassociateIpamResourceDiscovery,ec2:DisassociateIpamResourceDiscovery
ec2,DisassociateNatGatewayAddress,ec2:DisassociateNatGatewayAddress
ec2,DisassociateRouteTable,ec2:DisassociateRouteTable
ec2,DisassociateSubnetCidrBlock,ec2:DisassociateSubnetCidrBlock
ec2,DisassociateTransitGatewayMulticastDomain,ec2:DisassociateTransitGatewayMulticastDomain
ec2,DisassociateTransitGatewayPolicyTable,ec2:DisassociateTransitGatewayPolicyTable
ec2,DisassociateTransitGatewayRouteTable,ec2:DisassociateTransitGatewayRouteTable
ec2,DisassociateTrunkInterface,ec2:DisassociateTrunkInterface
ec2,DisassociateVpcCidrBlock,ec2:DisassociateVpcCidrBlock
ec2,EnableAddressTransfer,ec2:EnableAddressTransfer
ec2,EnableAwsNetworkPerformanceMetricSubscription,ec2:EnableAwsNetworkPerformanceMetricSubscription
ec2,EnableEbsEncryptionByDefault,ec2:EnableEbsEncryptionByDefault
ec2,EnableFastLaunch,ec2:EnableFastLaunch
ec2,EnableFastSnapshotRestores,ec2:EnableFastSnapshotRestores
ec2,EnableImageDeprecation,ec2:EnableImageDeprecation
ec2,EnableIpamOrganizationAdminAccount,ec2:EnableIpamOrganizationAdminAccount
ec2,EnableReachabilityAnalyzerOrganizationSharing,ec2:EnableReachabilityAnalyzerOrganizationSharing
ec2,EnableSerialConsoleAccess,ec2:EnableSerialConsoleAccess
ec2,EnableTransitGatewayRouteTablePropagation,ec2:EnableTransitGatewayRouteTablePropagation
ec2,EnableVgwRoutePropagation,ec2:EnableVgwRoutePropagation
ec2,EnableVolumeIO,ec2:EnableVolumeIO
ec2,EnableVpcClassicLink,ec2:EnableVpcClassicLink
ec2,EnableVpcClassicLinkDnsSupport,ec2:EnableVpcClassicLinkDnsSupport
ec2,ExportClientVpnClientCertificateRevocationList,ec2:ExportClientVpnClientCertificateRevocationList
ec2,ExportClientVpnClientConfiguration,ec2:ExportClientVpnClientConfiguration
ec2,ExportImage,ec2:ExportImage
ec2,ExportTransitGatewayRoutes,ec2:ExportTransitGatewayRoutes
ec2,GetAssociatedEnclaveCertificateIamRoles,ec2:GetAssociatedEnclaveCertificateIamRoles
ec2,GetAssociatedIpv6PoolCidrs,ec2:GetAssociatedIpv6PoolCidrs
ec2,GetAwsNetworkPerformanceData,ec2:GetAwsNetworkPerformanceData
ec2,GetCapacityReservationUsage,ec2:GetCapacityReservationUsage
ec2,GetCoipPoolUsage,ec2:GetCoipPoolUsage
ec2,GetConsoleOutput,ec2:GetConsoleOutput
ec2,GetConsoleScreenshot,ec2:GetConsoleScreenshot
ec2,GetDefaultCreditSpecification,ec2:GetDefaultCreditSpecification
ec2,GetEbsDefaultKmsKeyId,ec2:GetEbsDefaultKmsKeyId
ec2,GetEbsEncryptionByDefault,ec2:GetEbsEncryptionByDefault
ec2,GetFlowLogsIntegrationTemplate,ec2:GetFlowLogsIntegrationTemplate
ec2,GetGroupsForCapacityReservation,ec2:GetGroupsForCapacityReservation
ec2,GetHostReservationPurchasePreview,ec2:GetHostReservationPurchasePreview
ec2,GetInstanceTypesFromInstanceRequirements,ec2:GetInstanceTypesFromInstanceRequirements
ec2,GetInstanceUefiData,ec2:GetInstanceUefiData
ec2,GetIpamAddressHistory,ec2:GetIpamAddressHistory
ec2,GetIpamDiscoveredAccounts,ec2:GetIpamDiscoveredAccounts
ec2,GetIpamDiscoveredResourceCidrs,ec2:GetIpamDiscoveredResourceCidrs
ec2,GetIpamPoolAllocations,ec2:GetIpamPoolAllocations
ec2,GetIpamPoolCidrs,ec2:GetIpamPoolCidrs
ec2,GetIpamResourceCidrs,ec2:GetIpamResourceCidrs
ec2,GetLaunchTemplateData,ec2:GetLaunchTemplateData
ec2,GetManagedPrefixListAssociations,ec2:GetManagedPrefixListAssociations
ec2,GetManagedPrefixListEntries,ec2:GetManagedPrefixListEntries
ec2,GetNetworkInsightsAccessScopeAnalysisFindings,ec2:GetNetworkInsightsAccessScopeAnalysisFindings
ec2,GetNetworkInsightsAccessScopeContent,ec2:GetNetworkInsightsAccessScopeContent
ec2,GetPasswordData,ec2:GetPasswordData
ec2,GetReservedInstancesExchangeQuote,ec2:GetReservedInstancesExchangeQuote
ec2,GetResourcePolicy,ec2:GetResourcePolicy
ec2,GetSerialConsoleAccessStatus,ec2:GetSerialConsoleAccessStatus
ec2,GetSpotPlacementScores,ec2:GetSpotPlacementScores
ec2,GetSubnetCidrReservations,ec2:GetSubnetCidrReservations
ec2,GetTransitGatewayAttachmentPropagations,ec2:GetTransitGatewayAttachmentPropagations
ec2,GetTransitGatewayMulticastDomainAssociations,ec2:GetTransitGatewayMulticastDomainAssociations
ec2,GetTransitGatewayPolicyTableAssociations,ec2:GetTransitGatewayPolicyTableAssociations
ec2,GetTransitGatewayPolicyTableEntries,ec2:GetTransitGatewayPolicyTableEntries
ec2,GetTransitGatewayPrefixListReferences,ec2:GetTransitGatewayPrefixListReferences
ec2,GetTransitGatewayRouteTableAssociations,ec2:GetTransitGatewayRouteTableAssociations
ec2,GetTransitGatewayRouteTablePropagations,ec2:GetTransitGatewayRouteTablePropagations
ec2,GetVerifiedAccessEndpointPolicy,ec2:GetVerifiedAccessEndpointPolicy
ec2,GetVerifiedAccessGroupPolicy,ec2:GetVerifiedAccessGroupPolicy
ec2,GetVpnConnectionDeviceSampleConfiguration,ec2:GetVpnConnectionDeviceSampleConfiguration
ec2,GetVpnConnectionDeviceTypes,ec2:GetVpnConnectionDeviceTypes
ec2,ImportClientVpnClientCertificateRevocationList,ec2:ImportClientVpnClientCertificateRevocationList
ec2,ImportImage,ec2:ImportImage
ec2,ImportInstance,ec2:ImportInstance
ec2,ImportKeyPair,ec2:ImportKeyPair
ec2,ImportSnapshot,ec2:ImportSnapshot
ec2,ImportVolume,ec2:ImportVolume
ec2,ListImagesInRecycleBin,ec2:ListImagesInRecycleBin
ec2,ListSnapshotsInRecycleBin,ec2:ListSnapshotsInRecycleBin
ec2,ModifyAddressAttribute,ec2:ModifyAddressAttribute
ec2,ModifyAvailabilityZoneGroup,ec2:ModifyAvailabilityZoneGroup
ec2,ModifyCapacityReservation,ec2:ModifyCapacityReservation
ec2,ModifyCapacityReservationFleet,ec2:ModifyCapacityReservationFleet
ec2,ModifyClientVpnEndpoint,ec2:ModifyClientVpnEndpoint
ec2,ModifyDefaultCreditSpecification,ec2:ModifyDefaultCreditSpecification
ec2,ModifyEbsDefaultKmsKeyId,ec2:ModifyEbsDefaultKmsKeyId
ec2,ModifyFleet,ec2:ModifyFleet
ec2,ModifyFpgaImageAttribute,ec2:ModifyFpgaImageAttribute
ec2,ModifyHosts,ec2:ModifyHosts
ec2,ModifyIdFormat,ec2:ModifyIdFormat
ec2,ModifyIdentityIdFormat,ec2:ModifyIdentityIdFormat
ec2,ModifyImageAttribute,ec2:ModifyImageAttribute
ec2,ModifyInstanceAttribute,ec2:ModifyInstanceAttribute
ec2,ModifyInstanceCapacityReservationAttributes,ec2:ModifyInstanceCapacityReservationAttributes
ec2,ModifyInstanceCreditSpecification,ec2:ModifyInstanceCreditSpecification
ec2,ModifyInstanceEventStartTime,ec2:ModifyInstanceEventStartTime
ec2,ModifyInstanceEventWindow,ec2:ModifyInstanceEventWindow
ec2,ModifyInstanceMaintenanceOptions,ec2:ModifyInstanceMaintenanceOptions
ec2,ModifyInstanceMetadataOptions,ec2:ModifyInstanceMetadataOptions
ec2,ModifyInstancePlacement,ec2:ModifyInstancePlacement
ec2,ModifyIpam,ec2:ModifyIpam
ec2,ModifyIpamPool,ec2:ModifyIpamPool
ec2,ModifyIpamResourceCidr,ec2:ModifyIpamResourceCidr
ec2,ModifyIpamResourceDiscovery,ec2:ModifyIpamResourceDiscovery
ec2,ModifyIpamScope,ec2:ModifyIpamScope
ec2,ModifyLaunchTemplate,ec2:ModifyLaunchTemplate
ec2,ModifyLocalGatewayRoute,ec2:ModifyLocalGatewayRoute
ec2,ModifyManagedPrefixList,ec2:ModifyManagedPrefixList
ec2,ModifyNetworkInterfaceAttribute,ec2:ModifyNetworkInterfaceAttribute
ec2,ModifyPrivateDnsNameOptions,ec2:ModifyPrivateDnsNameOptions
ec2,ModifyReservedInstances,ec2:ModifyReservedInstances
ec2,ModifySecurityGroupRules,ec2:ModifySecurityGroupRules
ec2,ModifySnapshotAttribute,ec2:ModifySnapshotAttribute
ec2,ModifySnapshotTier,ec2:ModifySnapshotTier
ec2,ModifySpotFleetRequest,ec2:ModifySpotFleetRequest
ec2,ModifySubnetAttribute,ec2:ModifySubnetAttribute
ec2,ModifyTrafficMirrorFilterNetworkServices,ec2:ModifyTrafficMirrorFilterNetworkServices
ec2,ModifyTrafficMirrorFilterRule,ec2:ModifyTrafficMirrorFilterRule
ec2,ModifyTrafficMirrorSession,ec2:ModifyTrafficMirrorSession
ec2,ModifyTransitGateway,ec2:ModifyTransitGateway
ec2,ModifyTransitGatewayPrefixListReference,ec2:ModifyTransitGatewayPrefixListReference
ec2,ModifyTransitGatewayVpcAttachment,ec2:ModifyTransitGatewayVpcAttachment
ec2,ModifyVerifiedAccessEndpoint,ec2:ModifyVerifiedAccessEndpoint
ec2,ModifyVerifiedAccessEndpointPolicy,ec2:ModifyVerifiedAccessEndpointPolicy
ec2,ModifyVerifiedAccessGroup,ec2:ModifyVerifiedAccessGroup
ec2,ModifyVerifiedAccessGroupPolicy,ec2:ModifyVerifiedAccessGroupPolicy
ec2,ModifyVerifiedAccessInstance,ec2:ModifyVerifiedAccessInstance
ec2,ModifyVerifiedAccessInstanceLoggingConfiguration,ec2:ModifyVerifiedAccessInstanceLoggingConfiguration
ec2,ModifyVerifiedAccessTrustProvider,ec2:ModifyVerifiedAccessTrustProvider
ec2,ModifyVolume,ec2:ModifyVolume
ec2,ModifyVolumeAttribute,ec2:ModifyVolumeAttribute
ec2,ModifyVpcAttribute,ec2:ModifyVpcAttribute
ec2,ModifyVpcEndpoint,ec2:ModifyVpcEndpoint
ec2,ModifyVpcEndpointConnectionNotification,ec2:ModifyVpcEndpointConnectionNotification
ec2,ModifyVpcEndpointServiceConfiguration,ec2:ModifyVpcEndpointServiceConfiguration
ec2,ModifyVpcEndpointServicePayerResponsibility,ec2:ModifyVpcEndpointServicePayerResponsibility
ec2,ModifyVpcEndpointServicePermissions,ec2:ModifyVpcEndpointServicePermissions
ec2,ModifyVpcPeeringConnectionOptions,ec2:ModifyVpcPeeringConnectionOptions
ec2,ModifyVpcTenancy,ec2:ModifyVpcTenancy
ec2,ModifyVpnConnection,ec2:ModifyVpnConnection
ec2,ModifyVpnConnectionOptions,ec2:ModifyVpnConnectionOptions
ec2,ModifyVpnTunnelCertificate,ec2:ModifyVpnTunnelCertificate
ec2,ModifyVpnTunnelOptions,ec2:ModifyVpnTunnelOptions
ec2,MonitorInstances,ec2:MonitorInstances
ec2,MoveAddressToVpc,ec2:MoveAddressToVpc
ec2,MoveByoipCidrToIpam,ec2:MoveByoipCidrToIpam
ec2,PauseVolumeIO,ec2:PauseVolumeIO
